nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Vito Wisnu,Jasa,91.0,71.0,16.004078104440904,16.183859702077154,Shopee,20.0,Terdaftar,unknown,20.001719183922383,3.044522437723423
UD. Ida Galang,Jasa,87.0,49.0,15.818669013644456,16.86936545535831,Lazada,495.0,Terdaftar,2014,19.826777734819416,6.206575926724928
UD. Agus Mahkota,Jasa,54.0,34.0,15.201293288223415,17.22028646240264,Bukalapak,94.0,Belum Terdaftar,2018,19.39145966489847,4.553876891600541
UD. Odie Baskara,Jasa,35.0,32.0,14.805255076630988,17.379019514294345,Bukalapak,194.0,Terdaftar,2018,19.118815470998474,5.272999558563747
UD. Diyan Kayastha,Perdagangan,64.0,35.0,15.479921954572553,15.102119105140293,Tokopedia,552.0,Belum Terdaftar,2001,19.509242700133978,6.315358001522335
UD. Diyan Kusumah Qisha,Perdagangan,80.0,58.0,15.949505978793018,15.033690067461153,Website Sendiri,57.0,Terdaftar,2006,19.841376534205047,4.060443010546419
UD. Dito Wacana Jasmine,Pendidikan,75.0,40.0,14.726756988716593,16.358694685021923,Website Sendiri,846.0,Belum Terdaftar,2016,19.659054977894186,6.741700694652055
UD. Gerry Kinarya,Kesehatan,37.0,65.0,14.960374871815588,17.671146390892925,Shopee,483.0,Terdaftar,2019,19.53909566318463,6.182084906716632
UD. Kanza Arsana,Jasa,92.0,10.0,15.056685211986311,17.311003695986322,Shopee,34.0,Terdaftar,2004,19.53909566318463,3.5553480614894135
UD. Ucup Sukma Umi,Perdagangan,13.0,46.0,15.55081148603141,15.048475984864815,Shopee,85.0,Belum Terdaftar,2021,18.99166029618782,4.454347296253507
UD. Hesti Gunawan Mario,Jasa,98.0,39.0,15.474276585084572,15.63220651248236,Tokopedia,672.0,Belum Terdaftar,2018,19.8341037748936,6.511745329644728
UD. Eni Wiraatmaja Bambang,Jasa,10.0,49.0,14.169840955601021,16.690879613803165,Website Sendiri,521.0,Terdaftar,2001,19.435911427304614,6.257667587882639
UD. Livia Jatinagara,Jasa,81.0,49.0,15.502279998451304,17.679862899348816,Tokopedia,701.0,Belum Terdaftar,2021,19.81939762753995,6.553933404025811
UD. Yani Trisaktiatma,Kesehatan,9.0,9.0,15.704967355489153,17.008116039278907,Bukalapak,259.0,Belum Terdaftar,2001,17.804494623047066,5.560681631015528
UD. Ujang Surapati,Pendidikan,63.0,9.0,13.994351062921574,17.397503554985942,Lazada,547.0,Terdaftar,2020,19.190788970278067,6.306275286948016
UD. Tania Tirta,Jasa,72.0,40.0,13.805589506682455,17.39104307860471,Lazada,648.0,Belum Terdaftar,2024,19.632621720903668,6.47543271670409
UD. Wesly Saputranegara,Pendidikan,8.0,30.0,15.222368776179252,17.664704364530795,Lazada,851.0,Terdaftar,2006,18.5517090151307,6.747586526829315
UD. Wira Jayeng,Perdagangan,49.0,7.0,15.133670072245904,16.481022431377646,Shopee,889.0,Belum Terdaftar,2008,18.939474543319914,6.7912214627261855
UD. Fikri Manggala,Pendidikan,92.0,93.0,15.331254084495717,15.033690067461153,Bukalapak,939.0,Terdaftar,2002,20.13447867351251,6.84587987526405
UD. Gadis Hastinapura,Jasa,11.0,45.0,16.028825543137565,16.396189932081537,Website Sendiri,887.0,Belum Terdaftar,2022,18.939474543319914,6.78897174299217
UD. Juli Cerah Heri,Kesehatan,38.0,82.0,15.083295557216749,17.422705657639696,Website Sendiri,404.0,Belum Terdaftar,2018,19.701614592192207,6.003887067106539
UD. Yumna Tengah Kiki,Jasa,79.0,68.0,15.220609008791895,17.474972864553163,Tokopedia,416.0,Terdaftar,2021,19.904555435678695,6.0330862217988015
UD. Zaki Asri,Perdagangan,55.0,49.0,15.70012963102904,17.585710679735996,Bukalapak,97.0,Belum Terdaftar,2003,19.24485619130468,4.584967478670572
UD. Qomar Sukadarma,Pendidikan,10.0,82.0,13.957366827443726,15.033690067461153,Tokopedia,858.0,Terdaftar,2021,19.435911427304614,6.755768921984255
UD. Priska Tengah,Perdagangan,65.0,93.0,14.679140323772094,15.638187453012312,Website Sendiri,422.0,Terdaftar,2006,19.976717881769055,6.0473721790462776
UD. Elyas Langit,Pendidikan,41.0,34.0,15.824138598602232,15.527710091854361,Shopee,342.0,Belum Terdaftar,2012,19.23161096461314,5.8377304471659395
UD. Desi Baru Dani,Perdagangan,43.0,5.0,16.019839616381407,17.427445709801987,Lazada,131.0,Terdaftar,2002,18.78532386448472,4.882801922586371
UD. Rangga Atma,Pendidikan,81.0,17.0,14.32622357539041,17.287083579093377,Bukalapak,255.0,Belum Terdaftar,2023,19.499090328704316,5.545177444479562
UD. Melati Agastya,Perdagangan,66.0,35.0,15.034981739578532,17.489535655372723,Lazada,637.0,Belum Terdaftar,2020,19.529243366773972,6.45833828334479
UD. Dina Nawasena,Pendidikan,57.0,32.0,13.805589506682455,16.24420693252212,Tokopedia,690.0,Terdaftar,2012,19.402759220109843,6.53813982376767
UD. Tami Darussalam,Pendidikan,39.0,68.0,15.92324225769098,17.238980162019608,Bukalapak,996.0,Belum Terdaftar,2004,19.586951684209556,6.904750769961838
UD. Gerry Adikara,Pendidikan,31.0,67.0,13.853268663566876,17.679862899348816,Shopee,336.0,Belum Terdaftar,2002,19.499090328704316,5.820082930352362
UD. Alvino Wiratama Yuli,Perdagangan,70.0,83.0,15.945692741347294,16.72414541446366,Bukalapak,968.0,Belum Terdaftar,2005,19.94456077020347,6.876264611890766
UD. Ghani Bagaskara,Pendidikan,34.0,11.0,15.212955766652446,17.37921976743232,Tokopedia,229.0,Belum Terdaftar,2016,18.72078534381011,5.438079308923196
UD. Lando Kusuma,Kesehatan,77.0,77.0,15.978676789724096,15.859654660377398,Bukalapak,318.0,Belum Terdaftar,2013,19.951075451210514,5.765191102784844
UD. Ida Satya Kirana,Jasa,0.0,92.0,15.51704111584982,16.652886813304324,Website Sendiri,655.0,Belum Terdaftar,2020,19.435911427304614,6.486160788944089
UD. Vidi Manunggal,Jasa,50.0,5.0,14.98937471190988,17.082237515773862,Website Sendiri,958.0,Belum Terdaftar,2008,18.65179247285226,6.8658910748834385
UD. Made Satriya,Jasa,6.0,61.0,14.917469241203158,17.203991325136325,Bukalapak,296.0,Belum Terdaftar,2024,19.118815470998474,5.6937321388027
UD. Dina Merdeka,Perdagangan,97.0,80.0,16.068205687231004,16.841987871648932,Lazada,882.0,Belum Terdaftar,2002,20.09027258108945,6.78332520060396
UD. Qanita Mardika,Perdagangan,0.0,61.0,15.238687564547677,15.72009248319642,Website Sendiri,306.0,Belum Terdaftar,2008,19.024996716270177,5.726847747587197
UD. Livia Jagad,Pendidikan,77.0,15.0,15.354202563241886,16.246944434762604,Bukalapak,168.0,Belum Terdaftar,2013,19.435911427304614,5.1298987149230735
UD. Vita Sanjaya,Kesehatan,91.0,94.0,15.714728839884378,16.969782878250193,Website Sendiri,836.0,Terdaftar,2003,20.13447867351251,6.729824070489475
UD. Dea Atma,Pendidikan,20.0,84.0,15.980963727050625,16.125677237957543,Bukalapak,323.0,Terdaftar,2008,19.558513748978886,5.780743515792329
UD. Rafa Bintang,Jasa,56.0,49.0,15.085334864840316,15.033690067461153,Shopee,788.0,Terdaftar,2014,19.86288273937462,6.670766320845874
UD. Leni Sundawa,Kesehatan,26.0,76.0,15.369471277807769,17.473480806452308,Tokopedia,209.0,Terdaftar,2024,19.53909566318463,5.3471075307174685
UD. Diyan Suryaatmaja,Jasa,26.0,63.0,16.020235492720722,16.800966257953732,Lazada,918.0,Terdaftar,2024,19.402759220109843,6.823286122355687
UD. Alma Bima,Perdagangan,71.0,90.0,14.96929104055715,17.679862899348816,Shopee,848.0,Belum Terdaftar,2000,19.99552721368724,6.744059186311348
UD. Qamar Wening,Jasa,76.0,6.0,14.589797536481765,15.033690067461153,Website Sendiri,574.0,Terdaftar,2008,19.320842097961677,6.354370040797351
UD. Bagas Jayabaya,Kesehatan,44.0,54.0,15.26305946010689,16.882385450641063,Bukalapak,489.0,Belum Terdaftar,2009,19.499090328704316,6.194405391104672
UD. Obed Hastinapura,Jasa,36.0,19.0,15.732063101679445,17.632599260937354,Lazada,172.0,Belum Terdaftar,2018,18.92145603792546,5.153291594497779
UD. Rosa Galang,Kesehatan,63.0,91.0,16.047145042926577,16.813648884649556,Lazada,85.0,Terdaftar,2001,19.951075451210514,4.454347296253507
UD. Tiara Sentosa,Perdagangan,87.0,73.0,15.352436485517613,17.679862899348816,Bukalapak,803.0,Terdaftar,2022,19.989296663949546,6.6895992691789665
UD. Yessi Harmoni Jafar,Kesehatan,44.0,81.0,16.00624210110383,15.033690067461153,Lazada,923.0,Terdaftar,2007,19.74243658660135,6.828712071641684
UD. Ari Nirbayu Cici,Kesehatan,62.0,21.0,16.068205687231004,17.456936100974854,Bukalapak,642.0,Belum Terdaftar,2006,19.332963458445047,6.466144724237619
UD. Omar Wirajaya Thariq,Kesehatan,83.0,80.0,15.093735459771663,17.679862899348816,Website Sendiri,521.0,Terdaftar,2024,20.007873049484136,6.257667587882639
UD. Eren Madya,Jasa,77.0,57.0,14.563488668095058,16.397136697043607,Website Sendiri,695.0,Terdaftar,2006,19.811962649070857,6.54534966033442
UD. Kurnia Ananta,Jasa,50.0,61.0,15.25220830512071,16.02726243458103,Shopee,811.0,Belum Terdaftar,2001,19.766153113156168,6.699500340161678
UD. Bayu Saputra,Perdagangan,78.0,1.0,15.336311991828001,17.255163937382488,Website Sendiri,120.0,Terdaftar,2008,19.283570703318816,4.795790545596741
UD. Karim Kusumah,Perdagangan,50.0,22.0,15.938799233811851,17.069520410697262,Bukalapak,128.0,Belum Terdaftar,2024,19.190788970278067,4.859812404361672
UD. Teguh Dewangga,Perdagangan,88.0,95.0,15.838346430071722,15.033690067461153,Website Sendiri,795.0,Terdaftar,2020,20.1236090012953,6.679599185844383
UD. Thariq Jatiwangi,Perdagangan,64.0,12.0,13.805589506682455,17.66419340659606,Shopee,430.0,Belum Terdaftar,2004,19.24485619130468,6.066108090103747
UD. Viona Wacana,Pendidikan,68.0,65.0,15.871665816458814,16.603576574070722,Website Sendiri,889.0,Belum Terdaftar,2011,19.804471977360404,6.7912214627261855
UD. Tami Wijaya,Perdagangan,13.0,42.0,16.068205687231004,17.555514117154058,Tokopedia,107.0,Terdaftar,2024,18.92145603792546,4.68213122712422
UD. Ziva Jayengprana,Kesehatan,36.0,64.0,14.778610445486501,16.215948232482354,Shopee,462.0,Belum Terdaftar,2019,19.519293035953808,6.137727054086234
UD. Pasha Putri,Kesehatan,59.0,85.0,15.540725940696822,16.874993855161062,Shopee,290.0,Belum Terdaftar,2004,19.883936148523198,5.673323267171493
UD. Elsa Widjaja,Jasa,14.0,58.0,15.466329828445678,17.49896359064847,Lazada,612.0,Terdaftar,2003,19.190788970278067,6.418364935936212
UD. Fahmi Jayeng,Pendidikan,70.0,5.0,15.893687049805877,16.222405574937923,Shopee,877.0,Terdaftar,2000,19.23161096461314,6.777646593635117
UD. Rangga Buana Icha,Perdagangan,75.0,69.0,16.068205687231004,17.66426717142198,Lazada,860.0,Terdaftar,2002,19.883936148523198,6.7580945044277305
UD. Vidi Kalbu,Jasa,66.0,36.0,16.025840330316704,16.721438959140183,Tokopedia,438.0,Belum Terdaftar,2018,19.53909566318463,6.0844994130751715
UD. Febri Winata,Jasa,50.0,62.0,15.949841482846622,17.52640763543879,Shopee,390.0,Terdaftar,2010,19.632621720903668,5.968707559985366
UD. Yessi Wacana,Jasa,45.0,9.0,15.872864453680105,16.73754548273953,Tokopedia,875.0,Terdaftar,2018,18.903106899369497,6.775366090936392
UD. Indira Tirtaatmaja,Kesehatan,83.0,84.0,15.7549219212969,16.892910003650044,Bukalapak,312.0,Terdaftar,2016,20.032116661045148,5.746203190540153
UD. Romi Makmur,Perdagangan,10.0,71.0,14.885279858135041,17.324643686528034,Shopee,959.0,Belum Terdaftar,2021,19.30857200542005,6.866933284461882
UD. Monica Ceria Adinda,Perdagangan,83.0,42.0,13.805589506682455,17.677183318930314,Bukalapak,222.0,Terdaftar,2000,19.74243658660135,5.407171771460119
UD. Ismail Karang,Perdagangan,49.0,73.0,14.624232560091723,17.54430031913772,Bukalapak,194.0,Belum Terdaftar,2000,19.71814389409788,5.272999558563747
UD. Desta Tri Livia,Perdagangan,55.0,0.0,13.805589506682455,16.339104685812273,Lazada,830.0,Terdaftar,2012,18.92145603792546,6.7226297948554485
UD. Lea Langit,Pendidikan,29.0,59.0,15.980178081680945,17.33598428936375,Tokopedia,671.0,Belum Terdaftar,2012,19.39145966489847,6.51025834052315
UD. Ilmi Utamaindah Anis,Kesehatan,41.0,78.0,13.87670442949205,15.033690067461153,Shopee,772.0,Terdaftar,2011,19.693246342545034,6.650279048587422
UD. Chiko Wiratama Galih,Perdagangan,38.0,49.0,15.667305141950283,16.67397928305626,Website Sendiri,987.0,Belum Terdaftar,2013,18.65179247285226,6.895682697747868
UD. Yola Tejakusuma,Kesehatan,85.0,95.0,15.34362148839749,17.412091016604403,Shopee,882.0,Belum Terdaftar,2002,20.107079699374445,6.78332520060396
UD. Elsa Tunggal,Perdagangan,30.0,18.0,16.05642086541293,17.599554704026964,Shopee,914.0,Terdaftar,2011,18.78532386448472,6.818924065275521
UD. Zidan Sidarta Jafar,Jasa,30.0,67.0,14.471096048430828,17.456451006820238,Lazada,169.0,Belum Terdaftar,2008,19.488833828572194,5.135798437050262
UD. Viona Persada,Kesehatan,36.0,63.0,14.859465655067558,17.570303025668093,Bukalapak,61.0,Terdaftar,2003,19.509242700133978,4.127134385045092
UD. Bella Santosa Tania,Perdagangan,70.0,98.0,15.64445501581763,16.17980608306934,Tokopedia,488.0,Terdaftar,2001,20.038086828019768,6.192362489474872
UD. Pardi Karya,Pendidikan,24.0,27.0,14.462620606282373,17.027575078476524,Website Sendiri,626.0,Terdaftar,2024,18.845948485892656,6.440946540632921
UD. Hanafi Trijaya,Pendidikan,97.0,36.0,16.068205687231004,17.525016833946438,Shopee,711.0,Belum Terdaftar,2001,19.804471977360404,6.568077911411976
UD. Mario Baru,Perdagangan,11.0,8.0,14.860309185805534,17.41562715669085,Shopee,475.0,Terdaftar,2017,17.858561843342684,6.16541785423142
UD. Vita Mandala,Perdagangan,30.0,26.0,15.359482799590348,16.505455985600406,Lazada,501.0,Belum Terdaftar,2011,18.939474543319914,5.220355825078324
UD. Willy Asri,Pendidikan,44.0,3.0,15.833096376583422,17.058563857884238,Tokopedia,981.0,Belum Terdaftar,2004,18.76427045543464,6.889591308354466
UD. Viera Panji,Perdagangan,37.0,27.0,16.039168237779265,17.655034652927405,Website Sendiri,851.0,Terdaftar,2011,19.07300593520039,6.747586526829315
UD. Umi Dwijaputra,Perdagangan,61.0,96.0,14.941749362498495,15.63005203525192,Bukalapak,313.0,Terdaftar,2022,19.970368654103833,5.749392985908253
UD. Tania Ayodya,Pendidikan,14.0,76.0,15.832609698601873,16.188799843965604,Tokopedia,829.0,Terdaftar,2010,19.413932520666354,6.721425700790643
UD. Elva Utama,Pendidikan,65.0,68.0,15.384487452384926,15.294757777132988,Shopee,960.0,Belum Terdaftar,2016,19.804471977360404,6.8679744089702925
UD. Cahya Wisnu Wenda,Jasa,31.0,21.0,15.593392680696711,16.357357167177238,Bukalapak,77.0,Belum Terdaftar,2024,18.86536657162407,4.356708826689592
UD. Eka Maheswara,Jasa,98.0,17.0,15.064398886872034,17.552583283857103,Lazada,469.0,Terdaftar,2001,19.659054977894186,6.152732694704104
UD. Zahira Asmaralaya,Jasa,88.0,87.0,15.119856793086893,17.637523097263855,Website Sendiri,327.0,Belum Terdaftar,2002,20.078908822460658,5.793013608384144
UD. Lando Karya,Kesehatan,85.0,12.0,14.200020294621941,17.198605066928575,Lazada,747.0,Belum Terdaftar,2014,19.488833828572194,6.617402977974478
UD. Zahra Yudhistira Ucup,Kesehatan,12.0,63.0,14.339939633783624,17.28062629975391,Website Sendiri,307.0,Terdaftar,2015,19.23161096461314,5.730099782973574
UD. Dani Maheswara,Kesehatan,42.0,67.0,15.51898602257375,17.464429989703202,Bukalapak,113.0,Terdaftar,2008,19.60547073191963,4.736198448394496
UD. Hesti Suryaatmaja,Perdagangan,75.0,2.0,14.898145214705501,16.848750539854667,Bukalapak,944.0,Belum Terdaftar,2020,19.25792827281507,6.851184927493743
UD. Elok Bahagia,Perdagangan,10.0,74.0,15.957340341838064,17.679862899348816,Shopee,79.0,Terdaftar,2020,19.34493964944395,4.382026634673881
UD. Mila Radhitya,Perdagangan,21.0,45.0,15.646256418022483,17.42263181295695,Lazada,141.0,Terdaftar,2007,19.103777593709314,4.955827057601261
UD. Viera Gandewa,Perdagangan,97.0,49.0,15.611693894114131,17.60335022693788,Shopee,811.0,Terdaftar,2005,20.078908822460658,6.699500340161678
UD. Umi Jati,Kesehatan,53.0,19.0,15.390291806110705,15.033690067461153,Tokopedia,438.0,Belum Terdaftar,2007,19.190788970278067,6.0844994130751715
UD. Vita Darma,Perdagangan,52.0,10.0,15.98983537015381,16.721253953441238,Shopee,542.0,Belum Terdaftar,2008,19.04125723705382,6.297109319933935
UD. Grego Mega,Pendidikan,86.0,8.0,15.763346565648519,17.096655468247754,Bukalapak,932.0,Terdaftar,2005,19.457417632448486,6.838405200847344
UD. Udin Bahari,Perdagangan,66.0,33.0,15.157612668291781,16.87865523472293,Tokopedia,78.0,Terdaftar,2003,19.509242700133978,4.3694478524670215
UD. Vina Mardika,Perdagangan,79.0,66.0,15.08812377166969,17.123642491858288,Tokopedia,389.0,Terdaftar,2016,19.89085659135181,5.966146739123692
UD. Eren Kalbu,Pendidikan,45.0,7.0,16.01013397744296,15.090713289700654,Shopee,196.0,Belum Terdaftar,2021,18.86536657162407,5.2832037287379885
UD. Vega Saprahan,Perdagangan,41.0,76.0,13.805589506682455,15.881245593187629,Lazada,657.0,Terdaftar,2014,19.676296784279142,6.489204931325317
UD. Utha Kusumatmaja Berlian,Pendidikan,66.0,37.0,14.95939221689992,17.25857844027197,Website Sendiri,27.0,Belum Terdaftar,2020,19.548851838098265,3.332204510175204
UD. Agus Langit,Jasa,17.0,49.0,15.114394007745862,17.06070362621478,Website Sendiri,84.0,Belum Terdaftar,2021,19.457417632448486,4.442651256490317
UD. Wito Ayodya Jafar,Perdagangan,68.0,99.0,15.688623567656736,15.467375000961907,Shopee,975.0,Belum Terdaftar,2017,20.032116661045148,6.883462586413092
UD. Chika Baruna Pandu,Pendidikan,27.0,34.0,15.983301861846547,15.448587064291514,Shopee,888.0,Belum Terdaftar,2020,19.024996716270177,6.790097235513905
UD. Nina Jayawarsa,Kesehatan,97.0,33.0,15.951432144554989,16.22409396318067,Lazada,233.0,Terdaftar,2015,19.781657299652068,5.455321115357702
UD. Iman Tri,Jasa,45.0,4.0,15.732903206720659,17.368639301445437,Shopee,877.0,Belum Terdaftar,2016,18.80594315154573,6.777646593635117
UD. Ujang Trijaya,Perdagangan,35.0,77.0,14.396420297593435,17.347778189455443,Tokopedia,41.0,Belum Terdaftar,2002,19.632621720903668,3.7376696182833684
UD. Olla Baru,Pendidikan,39.0,72.0,15.512913742285571,15.033690067461153,Shopee,752.0,Terdaftar,2019,19.62365305094772,6.6240652277998935
UD. Pandu Setia,Pendidikan,17.0,19.0,14.31407917053437,16.45091422106157,Lazada,970.0,Terdaftar,2003,18.497641794347754,6.878326468291325
UD. Taufan Sarwono,Pendidikan,27.0,64.0,14.63258673788327,16.01197017612715,Lazada,550.0,Belum Terdaftar,2008,19.424982356812237,6.311734809152915
UD. Zidan Tejakusuma,Perdagangan,2.0,19.0,13.805589506682455,17.509825090245698,Lazada,126.0,Belum Terdaftar,2017,17.958645300228824,4.844187086458591
UD. Wesly Atma,Perdagangan,11.0,28.0,15.488203042626202,16.788691756698093,Lazada,820.0,Belum Terdaftar,2001,18.57768450130904,6.710523109452428
UD. Uchie Prana,Pendidikan,98.0,96.0,15.003667345890365,17.28812804078446,Website Sendiri,480.0,Belum Terdaftar,2011,20.181981007413924,6.175867270105761
UD. Laila Kulon,Jasa,14.0,44.0,16.068205687231004,17.025412517881264,Lazada,671.0,Terdaftar,2016,18.974565862925928,6.51025834052315
UD. Yana Kayastha,Jasa,29.0,94.0,15.613216644298362,17.502196758655348,Website Sendiri,340.0,Belum Terdaftar,2019,19.72630720471483,5.831882477283517
UD. Gema Jati,Kesehatan,50.0,14.0,15.192575710659707,17.12549816167244,Bukalapak,414.0,Terdaftar,2001,19.07300593520039,6.028278520230698
UD. Salsa Karang,Kesehatan,33.0,77.0,13.805589506682455,17.576762532778247,Lazada,21.0,Terdaftar,2005,19.6146032154551,3.091042453358316
UD. Naufal Resmi,Kesehatan,50.0,14.0,14.494345302508917,17.242330851061926,Tokopedia,339.0,Terdaftar,2003,18.28141868811311,5.8289456176102075
UD. Fikri Wijapranata,Jasa,34.0,71.0,14.557289318691302,17.295252941683238,Lazada,104.0,Terdaftar,2005,19.56808319996451,4.653960350157523
UD. Dito Pramana Muthia,Pendidikan,25.0,7.0,14.796382685056894,15.109619452275352,Tokopedia,519.0,Belum Terdaftar,2015,18.379858759848776,6.253828811575473
UD. Joko Praja,Pendidikan,67.0,93.0,14.05562606734138,17.24046434175079,Shopee,56.0,Terdaftar,2007,19.989296663949546,4.04305126783455
UD. Monica Jatiwangi Vega,Jasa,56.0,46.0,14.997246955754536,17.503734071996544,Shopee,104.0,Belum Terdaftar,2000,19.53909566318463,4.653960350157523
UD. Zidanar Adiwarna,Kesehatan,66.0,79.0,13.805589506682455,17.673296107633075,Website Sendiri,205.0,Belum Terdaftar,2005,19.89085659135181,5.327876168789581
UD. Qais Resaputra,Perdagangan,28.0,72.0,16.06554472397705,17.1659808708678,Tokopedia,904.0,Terdaftar,2007,19.519293035953808,6.807934943699926
UD. Marsel Bersemi,Kesehatan,62.0,56.0,15.547737974970973,17.6615944458775,Tokopedia,115.0,Belum Terdaftar,2017,19.68480747392291,4.7535901911063645
UD. Oki Hastinapura,Jasa,43.0,98.0,15.724792732669455,17.38720452285539,Shopee,87.0,Terdaftar,2015,19.86288273937462,4.477336814478207
UD. Fira Taruna,Kesehatan,34.0,64.0,15.303172624072142,15.033690067461153,Shopee,711.0,Belum Terdaftar,2024,19.499090328704316,6.568077911411976
UD. Poppy Harapan,Kesehatan,24.0,29.0,15.487228380292807,15.405510368654681,Lazada,577.0,Terdaftar,2010,18.884414766473814,6.359573868672378
UD. Iman Mandala Yessi,Jasa,17.0,36.0,13.931793802829837,17.346294578597618,Website Sendiri,642.0,Terdaftar,2003,18.884414766473814,6.466144724237619
UD. Ovan Widuri,Kesehatan,54.0,62.0,15.923032382229481,17.622575255727003,Tokopedia,36.0,Belum Terdaftar,2003,19.667713040612313,3.6109179126442243
UD. Gerry Kawiswara,Jasa,56.0,63.0,13.805589506682455,17.67657029874959,Bukalapak,50.0,Terdaftar,2020,19.693246342545034,3.9318256327243257
UD. Cipta Kinarya,Pendidikan,79.0,83.0,14.924651228203821,16.70809287078258,Bukalapak,69.0,Terdaftar,2009,20.001719183922383,4.248495242049359
UD. Bella Merdeka,Kesehatan,89.0,88.0,15.975320754191193,15.033690067461153,Website Sendiri,188.0,Belum Terdaftar,2017,20.09027258108945,5.241747015059643
UD. Wenny Wisesa,Kesehatan,8.0,2.0,14.635556433359922,17.00147303238026,Bukalapak,66.0,Belum Terdaftar,2016,17.216707972959764,4.204692619390966
UD. Ziva Kawiswara,Kesehatan,47.0,33.0,15.23737957034783,17.424625467796982,Shopee,59.0,Belum Terdaftar,2021,19.29614948547293,4.0943445622221
UD. Bayu Pramana,Jasa,61.0,70.0,15.662673828525595,17.211918388014098,Lazada,330.0,Belum Terdaftar,2000,19.789320172378066,5.802118375377063
UD. Viani Lintang Cahya,Kesehatan,82.0,89.0,14.138072203672674,17.568209219884466,Shopee,721.0,Belum Terdaftar,2019,20.055786405084362,6.582025138892826
UD. Ari Bangun,Kesehatan,57.0,2.0,16.035845466934028,15.996708503285875,Shopee,722.0,Belum Terdaftar,2011,18.99166029618782,6.583409222158765
UD. Nazar Utama Jibril,Jasa,41.0,19.0,14.303122005713755,16.41128602482455,Website Sendiri,917.0,Terdaftar,2011,19.00846741441004,6.822197390620491
UD. Qyla Purnama,Jasa,43.0,79.0,15.8370966635288,16.52493874254434,Shopee,504.0,Belum Terdaftar,2023,19.71814389409788,6.22455842927536
UD. Ziva Maju,Pendidikan,72.0,8.0,13.805589506682455,17.50125086510797,Website Sendiri,567.0,Terdaftar,2023,19.29614948547293,6.342121418721152
UD. Dea Hilir,Pendidikan,78.0,72.0,14.487952864325688,15.033690067461153,Website Sendiri,508.0,Belum Terdaftar,2012,19.92475814295086,6.2324480165505225
UD. Romi Kencana Rahmat,Jasa,36.0,95.0,15.389032753722514,17.67139088763349,Tokopedia,608.0,Belum Terdaftar,2015,19.789320172378066,6.411818267709897
UD. Viera Berkarya,Jasa,1.0,38.0,15.969059303940394,17.205356016334648,Lazada,268.0,Belum Terdaftar,2002,18.57768450130904,5.594711379601839
UD. Rafi Gandewa,Perdagangan,30.0,36.0,13.852216573452546,15.033690067461153,Website Sendiri,231.0,Terdaftar,2011,19.103777593709314,5.44673737166631
UD. Barokah Pusaka,Jasa,80.0,77.0,15.608297998648577,16.719414617628555,Bukalapak,346.0,Terdaftar,2014,19.970368654103833,5.849324779946859
UD. Okta Kawiswara,Kesehatan,59.0,66.0,15.493582157386296,15.145243297716393,Bukalapak,322.0,Terdaftar,2005,19.74243658660135,5.777652323222656
UD. Sari Paseban,Pendidikan,10.0,95.0,15.981535791439464,15.99843481583957,Website Sendiri,293.0,Terdaftar,2003,19.56808319996451,5.683579767338681
UD. Zera Prawira,Perdagangan,4.0,24.0,14.375002909710336,16.593180411862765,Lazada,915.0,Belum Terdaftar,2002,18.24632736871235,6.82001636467413
UD. Willy Prawira,Jasa,41.0,63.0,15.904806633829716,17.679862899348816,Tokopedia,133.0,Belum Terdaftar,2015,19.558513748978886,4.897839799950911
UD. Putra Satria,Pendidikan,81.0,4.0,15.184240310554667,17.528682983847215,Shopee,779.0,Terdaftar,2006,19.35677410704427,6.659293919683638
UD. Erni Mahkota,Kesehatan,52.0,34.0,14.204094646720359,15.92795097319512,Lazada,896.0,Belum Terdaftar,2000,19.36847014676186,6.799055862058796
UD. Yola Ranggalawe Wawan,Perdagangan,33.0,87.0,16.068205687231004,17.401369118480105,Bukalapak,922.0,Terdaftar,2005,19.701614592192207,6.827629234502852
UD. Syifa Wening,Pendidikan,80.0,81.0,14.883957066883925,17.59120037511589,Tokopedia,50.0,Terdaftar,2002,19.99552721368724,3.9318256327243257
UD. Lando Prabawa,Perdagangan,35.0,84.0,13.834272447802622,16.746180866741305,Shopee,860.0,Terdaftar,2003,19.693246342545034,6.7580945044277305
UD. Aqila Harmoni,Jasa,55.0,84.0,15.78932071397098,16.81716511015576,Tokopedia,962.0,Terdaftar,2022,19.848596782161156,6.870053411798126
UD. Ida Satya,Pendidikan,18.0,16.0,15.97050903047858,15.033690067461153,Website Sendiri,374.0,Belum Terdaftar,2011,18.440483381052466,5.926926025970411
UD. Yana Jayengpati,Perdagangan,38.0,9.0,15.84683467788275,17.679862899348816,Lazada,501.0,Terdaftar,2007,18.76427045543464,5.111987788356544
UD. Haidar Adiwangsa,Jasa,49.0,66.0,15.372989902133645,17.10346014171462,Website Sendiri,903.0,Belum Terdaftar,2007,19.659054977894186,6.806829360392176
UD. Leni Kalbu,Kesehatan,5.0,2.0,15.122918355318623,17.325386394830076,Tokopedia,917.0,Terdaftar,2012,16.860033043306743,6.822197390620491
UD. Jafar Resmi,Jasa,58.0,52.0,15.734583797065994,16.813513401821425,Shopee,386.0,Terdaftar,2005,19.6146032154551,5.958424693029782
